courier_warehouse,active_stuck_shipments,avg_hours_stuck,median_dwell_hours,p90_dwell_hours,priority_category
MASTER SR AGENCYS CHOUTUPPAL,0,0.0,13.03,13.03,Ignore
KHANAPUR,0,0.0,13.03,13.03,Ignore
"AHMEDABAD, GUJRAT, IN",0,0.0,11.93,13.02,Ignore
BHANDUPHUB_MUM,0,0.0,7.91,13.01,Ignore
BALAK RAM NEW DELHI,0,0.0,12.87,13.0,Ignore
AYYANTHOLE,0,0.0,6.62,13.0,Ignore
MARGAO,0,0.0,13.0,13.0,Ignore
"DNB/HUB, DHANBAD, JHARKHAND",0,0.0,6.32,12.96,Ignore
"RUDRAPUR, RUDRAPUR, UTTARAKHAND",0,0.0,8.78,12.94,Ignore
RISHIKESH HUB,0,0.0,8.58,12.92,Ignore
"MATHURA, UTTAR PRADESH, IN",0,0.0,12.92,12.92,Ignore
LBNAGARHUB_HYD HYDERABAD,0,0.0,7.9,12.92,Ignore
TITWALA (MUMBAI),0,0.0,11.58,12.91,Ignore
ALTHAF HOME BELTHANGADY,0,0.0,12.91,12.91,Ignore
RAJAHMUNDARY,0,0.0,11.09,12.91,Ignore
GUNTUR TRANSIT HUB,0,0.0,6.78,12.9,Ignore
ASIF STORE JAIPUR,0,0.0,12.9,12.9,Ignore
DILSHADGARDENHUB_DEL DELHI,0,0.0,4.35,12.89,Ignore
HATA,0,0.0,10.28,12.86,Ignore
BHATKAL,0,0.0,12.54,12.85,Ignore
MALVIYANAGARHUB_JAI JAIPUR,0,0.0,9.8,12.84,Ignore
"VPT/HUB, VISAKHAPATNAM, ANDHRA PRADESH",0,0.0,4.55,12.84,Ignore
DISTRICTPARKHUB_DEL,0,0.0,0.31,12.83,Ignore
KANTATOLLI,0,0.0,10.57,12.82,Ignore
NJARAKKAL,0,0.0,7.25,12.78,Ignore
LUCKNOW - LKO,0,0.0,10.48,12.78,Ignore
RANIGANJ,0,0.0,11.08,12.76,Ignore
BOPALHUB_AMD AHMEDABAD,0,0.0,5.65,12.75,Ignore
BASHEERBAGH HUB HYDERABAD,0,0.0,8.38,12.74,Ignore
BELTOLA,0,0.0,12.74,12.74,Ignore
CHANNARAYAPATNA,0,0.0,12.72,12.72,Ignore
"RAJPURA, RAJPURA, PUNJAB",0,0.0,12.72,12.72,Ignore
"UNNAO, UNNAO, UTTAR PRADESH",0,0.0,10.18,12.71,Ignore
HUBLI WAREHOUSE,0,0.0,5.75,12.7,Ignore
"PALLU, HANUMANGARH, RAJASTHAN",0,0.0,12.69,12.69,Ignore
BASMAT,0,0.0,7.05,12.68,Ignore
FKL_HYDPATAN_EXT,0,0.0,9.87,12.68,Ignore
FARUKHABAD,0,0.0,11.01,12.66,Ignore
"HAZARIBAGH, HAZARIBAGH, JHARKHAND",0,0.0,9.08,12.65,Ignore
KISHANGANJ,0,0.0,9.78,12.65,Ignore
ARCOT,0,0.0,9.12,12.62,Ignore
IXM APX/SFC PUD CENTRE,0,0.0,12.62,12.62,Ignore
CANTTAMBALAHUB_UMB,0,0.0,3.12,12.61,Ignore
"IXG/HUB, BELGAUM, KARNATAKA",0,0.0,7.32,12.6,Ignore
"FULERTAL, FULERTAL, ASSAM",0,0.0,12.6,12.6,Ignore
COD PROCESSING CENTRE III,0,0.0,4.62,12.6,Ignore
TRINITY,0,0.0,6.33,12.57,Ignore
BANKIPOREHUB_PAT PATNA,0,0.0,5.04,12.55,Ignore
VZG WAREHOUSE,0,0.0,7.57,12.55,Ignore
BALLARI,0,0.0,8.1,12.54,Ignore
DEVTADIN SAROJ VASAI,0,0.0,12.52,12.52,Ignore
MANGAON,0,0.0,12.52,12.52,Ignore
NAVI MUMBAI,0,0.0,10.33,12.5,Ignore
VAIJAPUR,0,0.0,12.5,12.5,Ignore
BHAI JAAN ELECTRICALS NEW DELHI,0,0.0,12.48,12.48,Ignore
SHALABAM KOZHIKODE,0,0.0,11.76,12.48,Ignore
SHIRALKOPPA,0,0.0,12.48,12.48,Ignore
OJHAR,0,0.0,4.39,12.46,Ignore
THANJAVUR HUB,0,0.0,7.62,12.44,Ignore
FOOD BLAST RUPNAGAR,0,0.0,12.42,12.42,Ignore
PALAKKAD,0,0.0,8.78,12.42,Ignore
DARSI,0,0.0,12.42,12.42,Ignore
JALANDHAR (JLND),0,0.0,12.41,12.41,Ignore
DEGLUR,0,0.0,3.71,12.4,Ignore
SHAMLIHUB_SHI SHAMLI,0,0.0,3.96,12.38,Ignore
PARIPPALLY,0,0.0,8.05,12.38,Ignore
ALOK STORE NEW DELHI,0,0.0,11.75,12.37,Ignore
MALLARPUR,0,0.0,12.35,12.35,Ignore
VXPRESSBURNPURODH_ASN ASANSOL,0,0.0,10.95,12.34,Ignore
ANAKAPALLI,0,0.0,10.5,12.33,Ignore
MAWRYNGKNENG,0,0.0,12.33,12.33,Ignore
AMARAVATHIROADHUB_AMT SITARAMNAGAR,0,0.0,7.25,12.33,Ignore
BELLARY HUB BELLARY,0,0.0,2.43,12.31,Ignore
ALAPPUZHA,0,0.0,7.79,12.31,Ignore
BALUSSERY,0,0.0,12.29,12.29,Ignore
MANGOLPURIHUB_DEL DELHI,0,0.0,4.63,12.29,Ignore
TRICHY APX/SFC PUD CENTRE,0,0.0,12.28,12.28,Ignore
"SRIKAKULAM, ANDHRA PRADESH, IN",0,0.0,12.27,12.27,Ignore
KUNDARA,0,0.0,10.69,12.27,Ignore
"SANASWADI, MAHARASHTRA, IN",0,0.0,4.43,12.26,Ignore
"AHMEDABAD, GUJARAT, IN",0,0.0,9.17,12.25,Ignore
YAMUNAVIHAR HUB DELHI,0,0.0,7.54,12.25,Ignore
CHHINDWARA,0,0.0,10.94,12.25,Ignore
NAGAON,0,0.0,11.97,12.24,Ignore
SHAIKH ABSAAR AURANGABAD,0,0.0,10.55,12.23,Ignore
THURAVOOR,0,0.0,12.04,12.23,Ignore
JASOLAHUB_DEL DELHI,0,0.0,4.96,12.22,Ignore
YAVATMAL,0,0.0,9.49,12.21,Ignore
DARBHANGA,0,0.0,12.19,12.19,Ignore
KUDLIGI,0,0.0,12.19,12.19,Ignore
ALUVA,0,0.0,10.16,12.15,Ignore
SHIV SHANKAR GAUTAM BUDDHA NAGAR,0,0.0,12.15,12.15,Ignore
ORANGMDH_ORG ORANG,0,0.0,10.9,12.14,Ignore
NARWANA,0,0.0,6.76,12.13,Ignore
VASAI,0,0.0,10.53,12.13,Ignore
VIJAYAWADA (VIJA),0,0.0,12.13,12.13,Ignore
SAMRALA,0,0.0,9.13,12.13,Ignore
BENGALORE,0,0.0,7.82,12.12,Ignore
AZAMGARH,0,0.0,12.08,12.08,Ignore
"TCR/HUB-TSP, TRICHUR, KERALA",0,0.0,12.08,12.08,Ignore
PHIRANGIPURAM,0,0.0,11.58,12.07,Ignore
MIRYALAGUDA,0,0.0,10.59,12.06,Ignore
"THIRUVANANTHAPURAM, KERALA, IN",0,0.0,12.06,12.06,Ignore
SANGRURHUB_SNR SANGRUR,0,0.0,6.06,12.05,Ignore
ROHA,0,0.0,9.84,12.05,Ignore
"MAA/LH1, CHENNAI, TAMIL NADU",0,0.0,2.55,12.05,Ignore
HINDAUN H.O,0,0.0,8.05,12.04,Ignore
NEHRUPLACEHUB_DEL DELHI,0,0.0,6.44,12.03,Ignore
GOREGAON HUB,0,0.0,2.28,12.03,Ignore
KAPOOR CAFE DEHRADUN,0,0.0,11.1,12.03,Ignore
MOWA HUB RAIPUR,0,0.0,5.1,12.03,Ignore
COCHIN TRANSIT HUBB,0,0.0,4.75,12.01,Ignore
RAMGARH,0,0.0,11.63,12.01,Ignore
BONGAIGAON OFFICE,0,0.0,8.12,12.0,Ignore
BASNA,0,0.0,11.99,11.99,Ignore
SHRI RAM STORE NEW DELHI,0,0.0,11.49,11.99,Ignore
KIRAN NIWAS SHRIRAMPUR,0,0.0,6.98,11.99,Ignore
HOSADURGA,0,0.0,6.06,11.99,Ignore
DAHEJ,0,0.0,11.98,11.98,Ignore
BELGHARIA HUB KOLKATA,0,0.0,9.29,11.98,Ignore
"DIBRUGARH, DIBRUGARH, ASSAM",0,0.0,4.99,11.97,Ignore
KOTTAKKAL,0,0.0,8.81,11.96,Ignore
LODHIPURHUB_MRD,0,0.0,1.02,11.93,Ignore
SHREE GANESH LADIES TAILOR NAGPUR,0,0.0,11.93,11.93,Ignore
VISAKHAPATNAM - VTD,0,0.0,10.71,11.92,Ignore
SUMIT LAUNDRY AURANGABAD,0,0.0,10.63,11.91,Ignore
WADAKKANCHERRY,0,0.0,10.71,11.91,Ignore
AREECODE,0,0.0,9.83,11.91,Ignore
SHOURYA STORE NEW DELHI,0,0.0,11.89,11.89,Ignore
NARSIPATNAM,0,0.0,7.3,11.89,Ignore
CHITTUR,0,0.0,11.89,11.89,Ignore
SOMAJIGUDA,0,0.0,11.72,11.89,Ignore
RTO CPU MUMBAI,0,0.0,1.2,11.87,Ignore
SAMAYPURBADLIHUB_DEL GURUGRAM,0,0.0,4.99,11.87,Ignore
KONGAD,0,0.0,11.79,11.86,Ignore
PILANI,0,0.0,10.44,11.85,Ignore
SHIVPURIHUB_SVP SHIVPURI,0,0.0,10.38,11.84,Ignore
PATAN CG,0,0.0,11.83,11.83,Ignore
MAYUR VIHAR,0,0.0,8.7,11.83,Ignore
KAVITA SHOP NEW DELHI,0,0.0,11.83,11.83,Ignore
"AYODHYA, AYODHYA, UTTAR PRADESH",0,0.0,7.36,11.83,Ignore
PINKCITY HUB JAIPUR,0,0.0,6.32,11.82,Ignore
PEDDAPURAM,0,0.0,6.97,11.81,Ignore
DOMLURHUB_BLR BENGALORE,0,0.0,6.84,11.81,Ignore
ANAND,0,0.0,6.89,11.81,Ignore
"GAJROLA, GAJROLA, UTTAR PRADESH",0,0.0,10.3,11.8,Ignore
"RAICHUR, RAICHUR, KARNATAKA",0,0.0,5.77,11.79,Ignore
SUNKADAKATTEHUB_BLR BENGALURU,0,0.0,10.1,11.79,Ignore
BELLUR,0,0.0,11.79,11.79,Ignore
"NEW TOWN, WEST BENGAL, IN",0,0.0,7.98,11.78,Ignore
DAVANAGERE,0,0.0,11.77,11.77,Ignore
HYDERABAD WAREHOUSE,0,0.0,6.85,11.76,Ignore
PAWAN MYNTRA STORE PUNE,0,0.0,10.68,11.76,Ignore
"RATH, RATH, UTTAR PRADESH",0,0.0,11.75,11.75,Ignore
CHIKODI,0,0.0,11.38,11.75,Ignore
"SOOLAI ERODE, ERODE, TAMIL NADU",0,0.0,11.6,11.74,Ignore
"NAMAKKAL-TML, NAMAKKAL, TAMIL NADU",0,0.0,11.74,11.74,Ignore
KALYANNAGAR HUB BENGALURU,0,0.0,9.5,11.72,Ignore
S S SUPPLIERS AHMEDABAD,0,0.0,11.72,11.72,Ignore
SUNNY STORE NEW DELHI,0,0.0,8.06,11.72,Ignore
JAGDALPUR,0,0.0,8.1,11.7,Ignore
SARASWATI PROVISION KIRANA STORE BEED,0,0.0,11.69,11.69,Ignore
CUDDALOREHUB_CDL CUDDALORE,0,0.0,8.9,11.69,Ignore
MANDAL JI STORE NEW DELHI,0,0.0,11.61,11.68,Ignore
TEMPLECITYHUB_IXM TEMPLE CITY,0,0.0,5.16,11.66,Ignore
KESHKALHUB_KES KESHKAL,0,0.0,10.85,11.65,Ignore
GOPICHETTIPALAYAM,0,0.0,11.65,11.65,Ignore
"AIZAWL, MIZORAM, IN",0,0.0,11.64,11.64,Ignore
AMIGO ERNAKULAM,0,0.0,11.64,11.64,Ignore
SAWAI MADHOPUR,0,0.0,11.31,11.63,Ignore
"SALEMPUR1, SALEMPUR, UTTAR PRADESH",0,0.0,7.04,11.63,Ignore
MEENA KUMARI KANGRA,0,0.0,11.62,11.62,Ignore
PARAMATHI VELUR,0,0.0,6.46,11.61,Ignore
PANCHANAN GHOSH BURDWAN,0,0.0,11.61,11.61,Ignore
LAWSPET HUB PONDICHERRY,0,0.0,8.41,11.6,Ignore
DEPENDOTOLLYGUNJODH_KOL KOLKATA,0,0.0,7.76,11.59,Ignore
FORBESGANJ,0,0.0,9.62,11.59,Ignore
"BOM/HUB, MUMBAI, MAHARASHTRA",0,0.0,4.13,11.58,Ignore
NAGARROAD HUB PUNE,0,0.0,6.62,11.57,Ignore
KRISHNA MADANGIR GENERAL STORE NEW DELHI,0,0.0,11.57,11.57,Ignore
TRISSHUR,0,0.0,9.29,11.56,Ignore
THIRUCHENGODE,0,0.0,10.3,11.56,Ignore
SANDEEP TANWAR KIRANA STORE SAHARANPUR,0,0.0,11.35,11.56,Ignore
TAPATI KUNTI STORE HOWRAH,0,0.0,11.55,11.55,Ignore
RAMU PAL GAUTAM BUDDHA NAGAR,0,0.0,9.77,11.55,Ignore
"KALYANI, WEST BENGAL, IN",0,0.0,11.54,11.54,Ignore
NAYAGARH,0,0.0,11.53,11.53,Ignore
SECTORV HUB KOLKATA,0,0.0,11.52,11.52,Ignore
"MANUGHAT, MANOGHAT, TRIPURA",0,0.0,11.51,11.51,Ignore
"KOHIMA, NAGALAND, IN",0,0.0,11.51,11.51,Ignore
"SKOTA1, S KOTA, ANDHRA PRADESH",0,0.0,11.5,11.5,Ignore
"GOLA, GOLA JH, JHARKHAND",0,0.0,11.5,11.5,Ignore
CHANDAPURHUB_BLR BANGALORE,0,0.0,7.0,11.5,Ignore
UTTAR DINAJPUR,0,0.0,6.39,11.5,Ignore
DHAMTARI,0,0.0,10.91,11.49,Ignore
"PALA, PALA, KERALA",0,0.0,11.49,11.49,Ignore
ZIROODH_ZIR ZIRO,0,0.0,6.87,11.49,Ignore
"ETTUMANOOR, KOTTAYAM, KERALA",0,0.0,11.48,11.48,Ignore
ASTICHAK,0,0.0,11.48,11.48,Ignore
VISAKHAPATNAM HUB VISHAKAPATNAM,0,0.0,4.77,11.47,Ignore
MOHANA,0,0.0,11.46,11.46,Ignore
KALAMB,0,0.0,6.54,11.46,Ignore
CHINTALAPUDI,0,0.0,9.79,11.46,Ignore
NAHUR MINI HUB,0,0.0,10.35,11.46,Ignore
KUNIGAL,0,0.0,6.37,11.45,Ignore
KUSUMGRAM,0,0.0,10.88,11.45,Ignore
DHANDEEP KIRANA STORE KHEDA,0,0.0,10.75,11.45,Ignore
"KESHOD, KESHOD, GUJARAT",0,0.0,11.44,11.44,Ignore
BASNAHUB_BAS BASNA,0,0.0,11.44,11.44,Ignore
TIRUPORUR,0,0.0,11.43,11.43,Ignore
VADAVALLIHUB_CJB COIMBATORE,0,0.0,8.82,11.41,Ignore
"TEZPUR, TEZPUR, ASSAM",0,0.0,6.73,11.41,Ignore
GHATKOPAR,0,0.0,9.05,11.41,Ignore
HARIDWAR / RISHIKESH,0,0.0,9.68,11.41,Ignore
DEEPAK KULHAULI STORE KANPUR,0,0.0,11.4,11.4,Ignore
JEYPOREHUB_JYP JEYPORE,0,0.0,11.4,11.4,Ignore
CHIKMAGALURHUB_CKM CHIKMAGALUR,0,0.0,10.47,11.4,Ignore
SIRAHUB_CRA SIRA,0,0.0,11.39,11.39,Ignore
AGARWAL ANKIT KIRANA STORE MORADABAD,0,0.0,11.06,11.39,Ignore
PUDHUCHERY,0,0.0,9.46,11.39,Ignore
BASIRHAT,0,0.0,11.38,11.38,Ignore
"UNA, UNA, HIMACHAL PRADESH",0,0.0,6.21,11.38,Ignore
MD JAMAL ANSARI NEW DELHI,0,0.0,7.53,11.38,Ignore
CHARUMOOD,0,0.0,9.88,11.38,Ignore
MANNARKKAD,0,0.0,9.01,11.37,Ignore
ATHARVA GANESH BHANDAR PUNE,0,0.0,7.32,11.36,Ignore
JMW-APX SFC ETAIL PUD,0,0.0,6.41,11.36,Ignore
SRINAGARKAHUB_BLR BENGALURU,0,0.0,2.83,11.33,Ignore
ONGOLE,0,0.0,9.96,11.33,Ignore
"BOM/CHB-EHV, MUMBAI, MAHARASHTRA",0,0.0,9.56,11.32,Ignore
MASABTANKHUB_HYD HYDERABAD,0,0.0,4.98,11.32,Ignore
JOGESHWARI COUNTER,0,0.0,9.97,11.3,Ignore
MALIGAON HUB GUWAHATI,0,0.0,7.87,11.29,Ignore
KOTHRUDHUB_PUNE PUNE,0,0.0,6.68,11.29,Ignore
"AMBUR, AMBUR, TAMIL NADU",0,0.0,5.18,11.29,Ignore
JEEVAN NILAYA HOME DAVANGERE,0,0.0,11.28,11.28,Ignore
"BHUBANESWAR, ODISHA, IN",0,0.0,11.28,11.28,Ignore
DANAPURHUB_DNR DANAPUR,0,0.0,8.31,11.26,Ignore
"WNG/WNG, WARANGAL, TELANGANA",0,0.0,8.0,11.26,Ignore
"HYD/SPT-EHV, HYDERABAD, TELANGANA",0,0.0,6.6,11.25,Ignore
SIRA,0,0.0,9.56,11.25,Ignore
SANTACRUZ HUB MUMBAI,0,0.0,2.51,11.25,Ignore
MUKESH GURGAON,0,0.0,11.24,11.24,Ignore
BAPUNAGARHUB_AMD AHMEDABAD,0,0.0,5.48,11.23,Ignore
SUSHIL AUTO SERVICE ROHTAK,0,0.0,11.23,11.23,Ignore
GARHWA,0,0.0,11.23,11.23,Ignore
SUMIT DAS ALIPURDUAR,0,0.0,11.23,11.23,Ignore
CHINARPARK HUB KOLKATA,0,0.0,3.72,11.21,Ignore
BELGAUM HUB BELGAUM,0,0.0,7.12,11.19,Ignore
MEKKAAD,0,0.0,4.21,11.18,Ignore
PAHARGANJHUB_DEL DELHI,0,0.0,6.11,11.18,Ignore
ROHINIHUB_DEL DELHI,0,0.0,4.27,11.17,Ignore
PARI NEW DELHI,0,0.0,11.17,11.17,Ignore
JEENATH HOMES POLLACHI,0,0.0,11.17,11.17,Ignore
BANASHANKARI HUB BENGALURU,0,0.0,6.73,11.15,Ignore
"DHANBAD, DHANBAD, JHARKHAND",0,0.0,7.11,11.14,Ignore
KAKROLAHUB_DEL DELHI,0,0.0,6.69,11.13,Ignore
VXPRESSSILODODH_SLD SILLOD,0,0.0,9.96,11.12,Ignore
KAZIPET,0,0.0,8.02,11.12,Ignore
BIJWASANHUB_DEL NEW DELHI,0,0.0,4.61,11.11,Ignore
HUKKERI,0,0.0,11.11,11.11,Ignore
BELLARI,0,0.0,8.78,11.11,Ignore
"PERAMBALUR, PERAMBALUR, TAMIL NADU",0,0.0,8.35,11.1,Ignore
SORO,0,0.0,6.28,11.08,Ignore
CABTSHILLONGODH_SHL SHILLONG,0,0.0,1.97,11.08,Ignore
KODADHUB_KDD KODAD,0,0.0,10.0,11.08,Ignore
BRAHMAPURMDH_KOL KOLKATA,0,0.0,8.98,11.07,Ignore
NEYVELIHUB_NYV NEYVELI,0,0.0,4.57,11.07,Ignore
KNP WAREHOUSE,0,0.0,10.73,11.05,Ignore
HATTIGOLDMINES,0,0.0,11.04,11.04,Ignore
CHIRALAHUB_CLX CHIRALA,0,0.0,8.92,11.04,Ignore
"BETTIAH, BETTIAH, BIHAR",0,0.0,7.76,11.03,Ignore
ASHOK BATALA,0,0.0,11.01,11.01,Ignore
SEDAM,0,0.0,9.75,11.0,Ignore
"PAT/HUB, PATNA, BIHAR",0,0.0,5.2,11.0,Ignore
OMKAR ENTERPRIZES BEED,0,0.0,11.0,11.0,Ignore
DOMBIVLI HUB MUMBAI,0,0.0,5.42,11.0,Ignore
UPADHYAY KIRANA UDHAM SINGH NAGAR,0,0.0,6.92,11.0,Ignore
SODEPUR HUB KOLKATA,0,0.0,9.22,10.99,Ignore
"CCU/IB2, KOLKATA, WEST BENGAL",0,0.0,6.09,10.99,Ignore
ELURU,0,0.0,7.22,10.98,Ignore
VKIA HUB JAIPUR,0,0.0,5.86,10.97,Ignore
MOTHERHUB_HJR HAJIPUR,0,0.0,3.3,10.95,Ignore
JAYANAGAR,0,0.0,9.5,10.95,Ignore
PSK ELECTRICAL NEYVELI,0,0.0,10.95,10.95,Ignore
SARDHANA,0,0.0,10.92,10.92,Ignore
TUMKUR,0,0.0,9.94,10.92,Ignore
BELROADHUB_BLR BENGALURU,0,0.0,8.31,10.92,Ignore
UTTAM KIRANA 65 NEW DELHI,0,0.0,10.92,10.92,Ignore
"PNQ/HUB, PUNE, MAHARASHTRA",0,0.0,5.2,10.91,Ignore
K K DANI VALSAD,0,0.0,10.91,10.91,Ignore
KOUNDAMPALAYAMHUB_CJB COIMBATORE,0,0.0,7.79,10.89,Ignore
MR.SRIWAZ NEW DELHI,0,0.0,10.12,10.88,Ignore
PEOPLESCAMPUSHUB_BHO,0,0.0,10.88,10.88,Ignore
"RSC KOLASIB, KOLASIB, MIZORAM",0,0.0,10.87,10.87,Ignore
SARJAPURHUB_BLR BENGALURU,0,0.0,10.87,10.87,Ignore
LAXMINAGARHUB_DEL DELHI,0,0.0,6.83,10.86,Ignore
"GKP/MRD, GORAKHPUR, UTTAR PRADESH",0,0.0,10.86,10.86,Ignore
MP_SURATHUB_STV,0,0.0,0.0,10.86,Ignore
TADEPALLIGUDEMHUB_TPG TADEPALLIGUDEM,0,0.0,10.57,10.85,Ignore
PALA,0,0.0,7.97,10.84,Ignore
M.I ENTERPRISE JAMNAGAR,0,0.0,9.5,10.84,Ignore
TTSPLJAMBUSARODH_JBS,0,0.0,10.84,10.84,Ignore
"BASOPATTI, BASOPATTI, BIHAR",0,0.0,10.84,10.84,Ignore
PONNUR,0,0.0,10.38,10.83,Ignore
RAMPURA PHUL,0,0.0,10.83,10.83,Ignore
AIRPORT HUB BENGALURU,0,0.0,4.95,10.83,Ignore
FKL_DELINCITY,0,0.0,0.0,10.82,Ignore
SOMATANE PHATA HUB PUNE,0,0.0,6.25,10.81,Ignore
FKL_NAGBTS01,0,0.0,0.0,10.79,Ignore
TRICHY HUB TRICHY,0,0.0,6.81,10.79,Ignore
"KHAMBALIA, KHAMBHALIA, GUJARAT",0,0.0,10.79,10.79,Ignore
RANAGHATHUB_RHA RANAGHAT,0,0.0,10.39,10.79,Ignore
ELASTICRUNBHUBANODH_BBN BHUBAN,0,0.0,6.18,10.78,Ignore
DULIAJANHUB_DLN DULIAJAN,0,0.0,10.78,10.78,Ignore
DANAPUR,0,0.0,9.45,10.77,Ignore
SIRCILLAHUB_SRC,0,0.0,10.76,10.76,Ignore
BALIPARAHUB_TZR NAGAON,0,0.0,10.75,10.75,Ignore
"NZB/HUB, NIZAMABAD, TELANGANA",0,0.0,2.84,10.75,Ignore
"DEL/SHB, GHAZIABAD, UTTAR PRADESH",0,0.0,5.88,10.75,Ignore
ELASTICRUNKAWARDHAODH_KDH KAWARDHA,0,0.0,9.49,10.74,Ignore
ARVIND SALVE VIRAR,0,0.0,10.73,10.73,Ignore
BALHARA PROPERTIES ROHTAK,0,0.0,10.72,10.72,Ignore
DEVASHISH NEW DELHI,0,0.0,10.72,10.72,Ignore
BELLANDUR HUB BENGALURU,0,0.0,5.64,10.71,Ignore
"JMU/SHN, JAMMU, JAMMU AND KASHMIR",0,0.0,10.71,10.71,Ignore
PIPIGANGHUB_GOP GORAKHPUR,0,0.0,10.71,10.71,Ignore
"BARIPADA, BARIPADA, ORISSA",0,0.0,9.61,10.7,Ignore
HASAN DAKHANI KIRANA AND GENREAL STORE PUNE,0,0.0,10.69,10.69,Ignore
"CHERUVAKKAL1, CHERUVAKKAL, KERALA",0,0.0,10.69,10.69,Ignore
JAMMU HUB JAMMU,0,0.0,3.61,10.69,Ignore
HOLALKERE,0,0.0,9.31,10.69,Ignore
KALACHAND MURMU MEDINIPUR,0,0.0,10.69,10.69,Ignore
XMI RTOS,0,0.0,7.13,10.68,Ignore
AAVYA ENTERPRISE MUMBAI,0,0.0,10.68,10.68,Ignore
AARTI STORE NEW DELHI,0,0.0,10.68,10.68,Ignore
AHMEDNAGAR HUB AHMEDNAGAR,0,0.0,8.6,10.68,Ignore
AMBALA HUB AMBALA,0,0.0,4.89,10.67,Ignore
KARANJIA,0,0.0,8.8,10.67,Ignore
POLLACHI HUB COIMBATORE,0,0.0,7.3,10.66,Ignore
SACHIN DABRA,0,0.0,10.66,10.66,Ignore
NOSE 2 TOES KOZHIKODE,0,0.0,5.46,10.66,Ignore
"CALICUT, CALICUT, KERALA",0,0.0,9.55,10.65,Ignore
KASNANOIDAHUB_DEL NOIDA,0,0.0,6.58,10.65,Ignore
ELASTICRUNAMBIKAPURODH_AMR AMBIKAPUR,0,0.0,9.83,10.65,Ignore
PATHSALA,0,0.0,10.63,10.63,Ignore
TTSPLDEHRAODH_DHR AMB S.O,0,0.0,10.63,10.63,Ignore
PUNGANURHUB_PGN PUNGANUR,0,0.0,10.38,10.61,Ignore
ROURKELATOWNMDH_RRK ROURKELA,0,0.0,7.2,10.61,Ignore
MEERUT HUB MEERUT,0,0.0,8.72,10.61,Ignore
CHARUMOODHUB_COO,0,0.0,10.59,10.59,Ignore
CHEMBUR HUB MUMBAI,0,0.0,5.26,10.59,Ignore
KOLAYADHUB_KOL KANNUR,0,0.0,10.58,10.58,Ignore
CUTTACKCDAHUB_CTC CUTTACK,0,0.0,9.96,10.58,Ignore
CHENNAI GROUND WAREH,0,0.0,3.87,10.57,Ignore
AIIMSHUB_DEL NEW DELHI,0,0.0,4.96,10.57,Ignore
VEERESH KIRANA STORE BAGALKOT,0,0.0,10.57,10.57,Ignore
TROCKOSECUNDERABADODH_HYD HYDERABAD,0,0.0,9.89,10.57,Ignore
DHARMAPURIHUB_DMP DHARMAPURI,0,0.0,9.92,10.56,Ignore
ELASTICRUNGUSKARAODH_GKH GUSKHARA,0,0.0,10.56,10.56,Ignore
KUPPAM,0,0.0,10.56,10.56,Ignore
DEB PROKASH HAZRA HOUSE HOWRAH,0,0.0,10.55,10.55,Ignore
SOUTHTUKOGANJHUB_IDR INDORE,0,0.0,7.79,10.54,Ignore
DEVGAN MEDICAL STORE AMRITSAR,0,0.0,10.53,10.53,Ignore
BYATARAYANAPURAHUB_BLR BENGALURU,0,0.0,7.05,10.52,Ignore
CHIKKABALLAPURA,0,0.0,10.52,10.52,Ignore
AZARAHUB_GAU GUWAHATI,0,0.0,10.52,10.52,Ignore
RAJVEER STORE NADIAD,0,0.0,9.91,10.51,Ignore
DATIAHUB_DAT DATIA,0,0.0,10.51,10.51,Ignore
KALYAN HUB MUMBAI,0,0.0,4.12,10.5,Ignore
SURESH KIRANA GANDHINAGAR,0,0.0,10.5,10.5,Ignore
ROHINIHUB_DEL,0,0.0,0.28,10.5,Ignore
BONGAIGAONHUB_BGG BONGAIGAON,0,0.0,10.5,10.5,Ignore
NARNAUL,0,0.0,7.92,10.5,Ignore
ATTABIRAMDH_ATT ATTABIRA,0,0.0,10.49,10.49,Ignore
KRISHNANAGARHUB_DEL DELHI,0,0.0,3.53,10.48,Ignore
MSKMILLHUB_GUL GULBARGA,0,0.0,3.84,10.48,Ignore
OM PRAKASH HOME BOKARO,0,0.0,10.48,10.48,Ignore
VISHAL MAURYA STORE NEW DELHI,0,0.0,10.48,10.48,Ignore
ARIYALUR,0,0.0,10.48,10.48,Ignore
KALYANI,0,0.0,9.46,10.47,Ignore
GAGANAGARHUB_MEE MEERUT,0,0.0,2.72,10.47,Ignore
MUNDKAHUB_DEL,0,0.0,1.02,10.47,Ignore
"PCM/HUB, PUNE, MAHARASHTRA",0,0.0,5.37,10.46,Ignore
"BEAWAR, BEAWAR, RAJASTHAN",0,0.0,9.13,10.46,Ignore
KIRANA ANJALI HOME STORE BANGALORE,0,0.0,10.46,10.46,Ignore
JHUPA PATRA STORE MEDINIPUR,0,0.0,10.46,10.46,Ignore
VELLORE,0,0.0,5.05,10.46,Ignore
GOREGAON HUB MUMBAI,0,0.0,3.7,10.45,Ignore
"LKO/TPN, LUCKNOW, UTTAR PRADESH",0,0.0,6.53,10.45,Ignore
KESTOPURODH_KOL KOLKATA,0,0.0,9.04,10.44,Ignore
PATEL KIRANA STORE LUCKNOW,0,0.0,10.43,10.43,Ignore
COD PROCESSING CENTRE I,0,0.0,7.78,10.43,Ignore
